userId,bookId,rating
78,683006.In_the_Forest,1
78,227443.Bridget_Jones_s_Diary,1
78,10538422-soul-cry-missing-fathers,3
78,27712.The_Neverending_Story,1
78,953734.Summer_of_42,1
78,34057.Captains_Courageous,1
79,521224.Lay_Her_Among_the_Lilies,1
79,747599.Victim,4
79,415640.Saturday_the_Rabbi_Went_Hungry,1
79,349129.The_Man_Who_Walked_Between_the_Towers,1
79,86452.Ill_Wind,2
79,239320.Top_Secret,3
79,89588.The_Visitor,1
79,210201.In_the_Ruins,4
79,47701.InterWorld,3
79,498214.Daggerspell,1
79,36162.This_Alien_Shore,1
80,36203362-motherhood,1
80,653651.Nights_at_the_Circus,2
80,80834.Pyongyang,1
80,461718.The_Hawk_and_the_Dove,2
80,11210833-the-brothers-ashkenazi,1
80,13551531-thrown-by-a-curve,3
80,921823.The_World_in_My_Pocket,1
80,285224.Masques,3
80,52117056-tooth-for-tooth,3
81,443103.Moominland_Midwinter,1
81,1188123.Crime_in_the_Queen_s_Court,1
81,6571963-proof-by-seduction,1
81,341735.Replay,3
81,164221.Love_Lessons,2
81,64631.Akiko_on_the_Planet_Smoo,2
81,2194051.Warrior_s_Return,2
81,235875.Odysseus_in_the_Serpent_Maze,4
81,700919.Signal_to_Noise,2
81,17586834-the-titan-s-curse,1
81,61264.Silk,1
81,32997808-stealing-christmas,2
82,201817.The_Taker,1
82,52609.The_Sunlight_Dialogues,3
82,11991.The_Fall,3
82,930428.Teach_Me,2
82,11785.Zombie,1
82,13037526-breathing-room,5
82,2887157-the-dodgeball-chronicles,5
82,332613.One_Flew_Over_the_Cuckoo_s_Nest,5
82,15740944-the-sound,1
82,7293597-the-healing-spell,3
83,12983102-devour,2
83,233664.Wyrd_Sisters,2
83,9912994-damned,1
83,124853.Pearl_Cove,2
83,13272633-soulless,2
84,7101.The_42nd_Parallel,3
84,33690.Balkan_Ghosts,2
84,2578867-existentialism-for-dummies,4
84,12598613-his-majesty-s-opponent,3
84,10086681-experiencing-god,1
84,14740588-notorious-nineteen,2
85,7194943-vanished,1
85,38419.The_Babysitters_Club_Collection_3,3
85,1005680.Basil_of_Baker_Street,3
85,15777797-truth-or-dare,2
85,5575.Cradle_and_All,3
85,43798285-the-institute,2
85,13069261-the-bellwether-revivals,1
85,31247147-shot-to-pieces,2
85,29213520-write-to-die,1
86,176333.Requiem,3
86,553243.The_Seven_Valleys_and_the_Four_Valleys,2
86,3115950-vampire-zero,4
86,6443321-these-boots-are-made-for-stalking,1
86,10086681-experiencing-god,1
86,938544.Toll_the_Hounds,1
86,7346106-the-great-perhaps,1
86,20564828-nightwalker,2
86,34220606-sisters-first,1
86,29079300-the-vampire-king-s-mate,1
86,208628.Papers_and_Journals,5
86,40134735-the-joy-of-jesus,2
87,303113.Dinosaurs_in_the_Attic,2
87,550726.Above_Suspicion,3
87,557188.Five_Go_Off_to_Camp,1
87,19337.The_Tale_of_the_Flopsy_Bunnies,1
87,450573.The_Odd_Couple,4
87,3047851-wanted,2
88,61049.Autobiography_of_Red,5
88,20495415-king-tomb,4
88,7252256-unspeakable,2
88,12885.Lost_in_the_Funhouse,1
88,6681333-eleventh-grade-burns,4
88,1624561.Egil_s_Saga,5
88,48722.Predator_s_Gold,1
88,13580846-my-life-with-the-walter-boys,1
88,22917292-the-favorite,3
89,529626.Sometimes_a_Great_Notion,2
89,334970.Chronicle_of_a_Blood_Merchant,1
89,6368610-radiant-shadows,2
89,118351.The_Dead_Father,1
89,1586116.Endless_Universe,1
89,71730.Nonviolent_Communication,2
89,146199.Remembering,1
89,162130.Last_Days_Madness,2
89,11449.Cathedral,1
90,11666.Rabbit_at_Rest,1
90,16082904-fairy-tales-every-child-should-know,4
90,13574.Tsubasa,3
90,249.Tropic_of_Cancer,2
90,343265.Junie_B_First_Grader,2
90,574901.Opus_Posthumous,2
91,47588.Drawing_Blood,3
91,32860355-alex-and-eliza,1
91,6344424-the-fire-king,1
91,20679880-the-secret-lives-of-people---real-diary-excerpts-from-modern-day-america,3
91,2412176.Seducing_Mr_Darcy,1
91,10188580-hunting-lila,1
91,10508431-tuesdays-at-the-castle,3
91,682804.The_Killer_Angels,1
91,24365190-nothing-but-shadows,3
91,539770.The_Sorcerer_s_Apprentice,4
92,334356.Gin_Daggers,1
92,634583.Wings_of_Fire,2
92,12681233-revived,1
92,36989042-reasonable-doubt,1
92,161056.The_Years_with_Ross,5
92,126503.Spellsinger,1
92,6090411-fat-cat,3
92,35108805-a-higher-loyalty,1
92,12035966-brownies-and-broomsticks,1
92,4450522-parenting-your-internationally-adopted-child,1
92,17879512-diary-of-a-freedom-writer,3
93,6095455-the-foreign-field,1
93,59219.The_Talisman,1
93,3170458-titus-alone,1
93,759611.Brown_Bear_Brown_Bear_What_Do_You_See_,2
93,25262615-just-breathe,1
93,25587.The_Second_World_War,2
93,8519822-the-enchantress,3
93,10662433-ashes-to-ashes,2
93,830502.It,2
93,669.Capitalism,3
94,407305.Brighter_than_a_Thousand_Suns,3
94,8101162-masters-slayers,1
94,2418066.Redemption_CD_Collection,5
94,18149630-peter,4
94,19582934-an-evil-mind,1
94,551367.Tusculan_Disputations,1
94,142845.Islam,4
94,6460146-itazura-na-kiss-volume-1,2
94,32351.Mutants,2
94,24.In_a_Sunburned_Country,3
94,16176.The_Red_Queen,2
94,18736925-capital-in-the-twenty-first-century,4
94,73704.The_Key_to_My_Neighbor_s_House,1
94,96110.Vietnam,5
95,10.Harry_Potter_Collection,2
95,92104.Rebecca_s_Tale,2
95,5113.Franny_and_Zooey,1
95,4948826-sum,1
95,19455434-extreme-measures,1
95,34532131-lord-byron,1
95,7347.The_Book_of_Lost_Tales_Part_One,2
95,2106303.The_Revival_of_Death,2
96,33547.Hell_House,3
96,866498.Nevermore,1
96,814108.Grief_Girl,2
96,7304203-shadowfever,1
96,34504470-a-mother-s-reckoning,5
96,7744611-code,2
96,105744.Meg,4
97,10996342-the-art-of-fielding,5
97,36295291-outcaste,5
97,32618967-an-era-of-darkness,1
97,1725399.Talking_Heads,3
97,169848.A_Christmas_Carol_The_Chimes_The_Cricket_on_the_Hearth,4
97,631127.The_Clue_of_the_Velvet_Mask,2
97,528710.Me_and_Mr_Darcy,1
97,162497.Pafko_at_the_Wall,3
97,17262126-mastering-the-art-of-soviet-cooking,3
97,52876.The_Business_of_Fancydancing,1
97,1137215.Boneshaker,1
97,4143812-discourses-and-selected-writings,1
97,292668.Spoon_River_Anthology,4
98,895295.World_s_End,2
98,32072577-i-am-funny-like-that,3
98,1469982.This_Way_to_Paradise,1
98,18132276-spellbound-in-his-arms,4
98,186937.Gift_of_Fire,2
98,10637739-still-waters,2
98,293918.Song_of_Myself,1
98,9167283-after-twenty-years,4
99,107301.A_Town_Like_Alice,1
99,13532214-message-to-adolf-part-2,4
99,18177306-fall-into-my-heart,2
99,18588799-project-pl8,1
99,961833.Mariana,1
99,762462.One_Up_On_Wall_Street,5
99,18516961-selling-scarlett,1
99,11367737-my-family-for-the-war,2
