"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"36576608-flowers-for-algernon","Flowers for Algernon","","Daniel Keyes","4.14","The story of a mentally disabled man whose experimental quest for intelligence mirrors that of Algernon, an extraordinary lab mouse. In diary entries, Charlie tells how a brain operation increases his IQ and changes his life. As the experimental procedure takes effect, Charlie's intelligence expands until it surpasses that of the doctors who engineered his metamorphosis. The experiment seems to be a scientific breakthrough of paramount importance until Algernon begins his sudden, unexpected deterioration. Will the same happen to Charlie?","English","9999999999999","['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Literature', 'Psychology', 'School', 'Novels', 'Adult', 'Read For School']","['Charlie Gordon', 'Alice Kinnian']","","","216","","","04/28/59","['Hugo Award Nominee for Best Novel (1967)', 'Nebula Award for Best Novel (tie) (1966)', 'Locus Award Nominee for All-Time Best Novel (36th in poll) (1975)']","478318","['202947', '168968', '82223', '18584', '5596']","95","['New York City, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510416245l/36576608.jpg","142450","1657",""
"70401.On_the_Road","On the Road","Duluoz Legend","Jack Kerouac","3.62","A quintessential novel of America & the Beat Generation On the Road chronicles Jack Kerouac's years traveling the N. American continent with his friend Neal Cassady, ""a sideburned hero of the snowy West."" As ""Sal Paradise"" & ""Dean Moriarty,"" the two roam the country in a quest for self-knowledge & experience. Kerouac's love of America, compassion for humanity & sense of language as jazz combine to make On the Road an inspirational work of lasting importance. This classic novel of freedom & longing defined what it meant to be ""Beat"" & has inspired every generation since its initial publication.","English","9780140042597","['Classics', 'Fiction', 'Travel', 'Literature', 'Novels', 'American', 'Adventure', '20th Century', 'Unfinished', 'Modern Classics']","[]","Paperback","","307","Penguin Books","01/01/76","09/05/57","['Grammy Award Nominee for Best Spoken Word Album (2001)']","348767","['91609', '109458', '88737', '40359', '18604']","83","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413588576l/70401.jpg","140738","1595",1.91
"485894.The_Metamorphosis","The Metamorphosis","","Franz Kafka, Stanley Corngold (Translator), Mircea Ivănescu (Translator)","3.82","Alternate cover edition of ISBN 0553213695 / 9780553213690""As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes."" With it's startling, bizarre, yet surprisingly funny first opening, Kafka begins his masterpiece, The Metamorphosis. It is the story of a young man who, transformed overnight into a giant beetle-like insect, becomes an object of disgrace to his family, an outsider in his own home, a quintessentially alienated man. A harrowing—though absurdly comic—meditation on human feelings of inadequacy, guilt, and isolation, The Metamorphosis has taken its place as one of the most widely read and influential works of twentieth-century fiction. As W.H. Auden wrote, ""Kafka is important to us because his predicament is the predicament of modern man.""","English","9999999999999","['Classics', 'Fiction', 'Fantasy', 'Literature', 'Short Stories', 'Philosophy', 'School', 'German Literature', 'Horror', 'Novels']","['Gregor Samsa', 'Grete Samsa', 'Mr. Samsa', 'Mrs. Samsa']","Paperback","","201","Bantam Classics","03/01/72","10/28/15","[]","643254","['198012', '226593', '147684', '48181', '22784']","89","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359061917l/485894.jpg","139981","1648",""
"99561.Looking_for_Alaska","Looking for Alaska","","John Green (Goodreads Author)","4.02","Before. Miles “Pudge” Halter is done with his safe life at home. His whole life has been one big non-event, and his obsession with famous last words has only made him crave “the Great Perhaps” even more (Francois Rabelais, poet). He heads off to the sometimes crazy and anything-but-boring world of Culver Creek Boarding School, and his life becomes the opposite of safe. Because down the hall is Alaska Young. The gorgeous, clever, funny, sexy, self-destructive, screwed up, and utterly fascinating Alaska Young. She is an event unto herself. She pulls Pudge into her world, launches him into the Great Perhaps, and steals his heart. Then. . . . After. Nothing is ever the same.","English","9999999999999","['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen', 'Mystery', 'Young Adult Contemporary', 'High School']","['Miles Halter', 'Alaska Young', 'Chip Martin', 'Takumi Hikohito', 'Lara Buterskaya']","Paperback","","221","Speak","12/28/06","03/03/05","['Los Angeles Times Book Prize Nominee for Young Adult Fiction (2005)', 'Michael L. Printz Award (2006)', 'Rhode Island Teen Book Award Nominee (2007)', 'Michigan Library Association Thumbs Up! Award Nominee (2006)', 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2008)', 'The Inky Awards for Silver Inky (2007)', 'Lincoln Award Nominee (2009)', 'Bronzener Lufti (2007)', 'Green Mountain Book Award (2008)', 'The Inky Awards Shortlist for Silver Inky (2007)', 'Alabama Author Award for Young Adult (2006)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2014)']","1113222","['455206', '350955', '210930', '68230', '27901']","91","['Alabama (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394798630l/99561.jpg","139840","1533",""
"1232.The_Shadow_of_the_Wind","The Shadow of the Wind","El cementerio de los libros olvidados #1","Carlos Ruiz Zafón, Lucia Graves (Translator)","4.27","Barcelona, 1945: A city slowly heals from its war wounds, and Daniel, an antiquarian book dealer's son who mourns the loss of his mother, finds solace in a mysterious book entitled The Shadow of the Wind, by one Julian Carax. But when he sets out to find the author's other works, he makes a shocking discovery: someone has been systematically destroying every copy of every book Carax has written. In fact, Daniel may have the last of Carax's books in existence. Soon Daniel's seemingly innocent quest opens a door into one of Barcelona's darkest secrets--an epic story of murder, madness, and doomed love.--back cover","English","9999999999999","['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Books About Books', 'Historical', 'Spain', 'Spanish Literature', 'Gothic', 'Magical Realism']","['Daniel Sempere', 'Fermín Romero de Torres', 'Julián Carax', 'Miquel Moliner', 'Nuria Monfort', 'Francisco Javier Fumero', 'Beatriz Aguilar', 'Jorge Aldaya', 'Penélope Aldaya', 'Antoni Fortuny', 'Clara Barceló', 'Monsieur Darcieu', 'Viçenteta', 'Teniente Palacios', 'Doña Yvonne Sotoceballos', 'Jacinta Coronado', 'Gustavo Barceló', 'Bernarda', 'Fernando Ramos', 'Sophie Carax', 'Candide (Voltaire)', 'Isaac Monfort', 'Anacleto']","Paperback","US / CAN Edition","487","Penguin Books","10/28/05","05/28/01","['Barry Award for Best First Novel (2005)', 'Gumshoe Award Nominee for Best European Crime Novel (2005)', 'Borders Original Voices Award for Fiction (2004)', 'Dilys Award Nominee (2005)', ""Humo's Gouden Bladwijzer (2006)"", 'Prix du Meilleur Livre Étranger for Roman (2004)', 'Prix des libraires du Québec for Lauréats hors Québec (2005)', 'One Book One San Diego (2015)', 'Premi Llibreter de narrativa Nominee (2002)']","462182","['236541', '143972', '58204', '16367', '7098']","95","['Barcelona']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597921581l/1232.jpg","139091","1538",""
"1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time","The Curious Incident of the Dog in the Night-Time","","Mark Haddon","3.88","Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow.Although gifted with a superbly logical brain, for fifteen-year-old Christopher everyday interactions and admonishments have little meaning. He lives on patterns, rules, and a diagram kept in his pocket. Then one day, a neighbor's dog, Wellington, is killed and his carefully constructive universe is threatened. Christopher sets out to solve the murder in the style of his favourite (logical) detective, Sherlock Holmes. What follows makes for a novel that is funny, poignant and fascinating in its portrayal of a person whose curse and blessing are a mind that perceives the world entirely literally.","English","9781400032716","['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Novels', 'Classics', 'Psychology', 'Literature', 'Realistic Fiction', 'Adult Fiction']","['Christopher John Francis Boone', 'Toby', 'Siobhan', 'Mr. Jeavons', 'Mrs. Alexander', 'Ed Boone', 'Judy Boone', 'Mr. Roger Shears', 'Mrs. Eileen Shears', 'Rhodri', 'Wellington']","Paperback","Vintage Contemporaries","226","Vintage","05/18/04","07/31/03","['Booker Prize Nominee for Longlist (2003)', 'James Tait Black Memorial Prize Nominee for Fiction (2003)', 'Whitbread Award for Novel and Book of the Year (2003)', ""Guardian Children's Fiction Prize (2003)"", 'McKitterick Prize (2004)', 'Los Angeles Times Book Prize for Art Seidenbaum Award for First Fiction (2003)', 'Exclusive Books Boeke Prize (2004)', 'ALA Alex Award (2004)', 'Zilveren Zoen (2004)', 'Lincoln Award Nominee (2006)', ""Commonwealth Writers' Prize for Best First Book Overall (2004)"", 'North East Teenage Book Award Nominee (2004)', 'Carnegie Medal Nominee (2003)', ""Dolly Gray Children's Literature Award (2004)"", 'Premi Protagonista Jove for Categoria 15-16 anys (2006)']","1191621","['360059', '459260', '273369', '71879', '27054']","92","['Swindon, England (United Kingdom)', 'London, England', 'England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863624l/1618._SY475_.jpg","138265","1592",2.94
"4948.The_Very_Hungry_Caterpillar","The Very Hungry Caterpillar","","Eric Carle","4.30","THE all-time classic story, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life? One sunny Sunday, the caterpillar was hatched out of a tiny egg. He was very hungry. On Monday, he ate through one apple; on Tuesday, he ate through three plums--and still he was hungry. When full at last, he made a cocoon around himself and went to sleep, to wake up a few weeks later wonderfully transformed into a butterfly!The brilliantly innovative Eric Carle has dramatized the story of one of Nature's commonest yet loveliest marvels, the metamorphosis of the butterfly. This audiobook will delight as well as instruct the very youngest listener.","English","9780241003008","['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']","[]","Board book","","26","Puffin Books","10/28/94","06/03/69","['California Young Readers Medal Nominee for Primary (1976)']","396110","['228021', '90789', '53120', '15051', '9129']","94","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603739265l/4948._SX318_.jpg","137241","1601",2.42
"6900.Tuesdays_with_Morrie","Tuesdays with Morrie","","Mitch Albom (Goodreads Author)","4.11","Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live.","English","9780751529814","['Nonfiction', 'Memoir', 'Biography', 'Inspirational', 'Classics', 'Philosophy', 'Self Help', 'Contemporary', 'Adult', 'Biography Memoir']","['Mitch Albom', 'Morrie Schwartz']","Paperback","","210","Warner","10/28/00","10/28/97","[]","782188","['342080', '254400', '133155', '37592', '14961']","93","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423763749l/6900.jpg","135685","1553",3.27
"9717.The_Unbearable_Lightness_of_Being","The Unbearable Lightness of Being","","Milan Kundera, Michael Henry Heim (Translator)","4.10","In The Unbearable Lightness of Being, Milan Kundera tells the story of a young woman in love with a man torn between his love for her and his incorrigible womanizing and one of his mistresses and her humbly faithful lover. This magnificent novel juxtaposes geographically distant places, brilliant and playful reflections, and a variety of styles, to take its place as perhaps the major achievement of one of the world’s truly great writers.","English","9780571224388","['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Contemporary', 'Literary Fiction', '20th Century']","['Sabine', 'Franz', 'Tomáš', 'Tereza', 'Karenin']","Paperback","","320","Harper Perennial","10/27/09","10/28/84","['Los Angeles Times Book Prize for Fiction (1984)']","341660","['145661', '115493', '56338', '17365', '6803']","93","['Prague (Praha) (Czech Republic)', 'Zurich (Switzerland)', 'Czech Republic']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265401884l/9717.jpg","135330","1519",11.62
"119073.The_Name_of_the_Rose","The Name of the Rose","","Umberto Eco, William Weaver (Translator)","4.12","The year is 1327. Benedictines in a wealthy Italian abbey are suspected of heresy, and Brother William of Baskerville arrives to investigate. When his delicate mission is suddenly overshadowed by seven bizarre deaths, Brother William turns detective. His tools are the logic of Aristotle, the theology of Aquinas, the empirical insights of Roger Bacon—all sharpened to a glistening edge by wry humor and a ferocious curiosity. He collects evidence, deciphers secret symbols and coded manuscripts, and digs into the eerie labyrinth of the abbey, where “the most interesting things happen at night.”","English","9780156001311","['Fiction', 'Historical Fiction', 'Mystery', 'Classics', 'Historical', 'Literature', 'Crime', 'Italian Literature', 'Italy', 'Novels']","['William of Baskerville', 'Adso of Melk', 'Abo of Fossanova', 'Severinus of Sankt Wendel', 'Malachi of Hildesheim', 'Berengar of Arundel', 'Venantius of Salvemec', 'Jorge of Burgos', 'Remigio of Varagine', 'Salvatore of Montferrat', 'Nicholas of Morimondo', 'Ubertino of Casale', 'Bernard Gui', 'Benno of Uppsala', 'Alinardo of Grottaferrata', 'Michael of Cesena']","Paperback","First Harvest edition 1994","536","Harvest Books","09/28/94","10/28/80","['إمبيرتو', 'Premio Strega (1981)', 'Los Angeles Times Book Prize Nominee for Fiction (1983)', 'Edgar Award Nominee for Best Novel (1984)', 'PEN Translation Prize for William Weaver (1984)', 'Premio Anghiari (1981)', ""Premio Il Libro dell'anno (1981)"", 'Prix Médicis Etranger (1982)', 'このミステリーがすごい！ for Best Translated Mystery Novel of the Year in Japan (1991)']","301153","['130650', '103696', '46884', '13442', '6481']","93","['Italian Benedictine monastery (Italy)', 'Italy']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415375471l/119073.jpg","132314","1535",4.07
"10365.Where_the_Red_Fern_Grows","Where the Red Fern Grows","","Wilson Rawls","4.08","A loving threesome, they ranged the dark hills and river bottoms of Cherokee country. Old Dan had the brawn. Little Ann had the brains, and Billy had the will to make them into the finest hunting team in the valley. Glory and victory were coming to them, but sadness waited too. Where the Red Fern Grows is an exciting tale of love and adventure you'll never forget.","English","9780375806810","['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Historical Fiction', 'Middle Grade', 'School', 'Realistic Fiction', 'Read For School']","['Billy Colman', 'Old Dan', 'Little Ann']","Mass Market Paperback","","272","Yearling","05/09/00","10/28/61","[""Massachusetts Children's Book Award (1987)"", ""North Dakota Children's Choice Award (1981)""]","342208","['146676', '108350', '61829', '17478', '7875']","93","['Ozark Mountains (United States)', 'Oklahoma (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518702249l/10365.jpg","131268","1528",5.4
"15881.Harry_Potter_and_the_Chamber_of_Secrets","Harry Potter and the Chamber of Secrets","Harry Potter #2","J.K. Rowling, Mary GrandPré (Illustrator)","4.43","Ever since Harry Potter had come home for the summer, the Dursleys had been so mean and hideous that all Harry wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he’s packing his bags, Harry receives a warning from a strange impish creature who says that if Harry returns to Hogwarts, disaster will strike.And strike it does. For in Harry’s second year at Hogwarts, fresh torments and horrors arise, including an outrageously stuck-up new professor and a spirit who haunts the girls’ bathroom. But then the real trouble begins – someone is turning Hogwarts students to stone. Could it be Draco Malfoy, a more poisonous rival than ever? Could it possible be Hagrid, whose mysterious past is finally told? Or could it be the one everyone at Hogwarts most suspects… Harry Potter himself!","English","9780439064866","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Middle Grade', 'Adventure', 'Audiobook', 'Classics', 'Science Fiction Fantasy']","['Draco Malfoy', 'Ron Weasley', 'Petunia Dursley', 'Vernon Dursley', 'Dudley Dursley', 'Severus Snape', 'Rubeus Hagrid', 'Lord Voldemort', 'Minerva McGonagall', 'Neville Longbottom', 'Fred Weasley', 'George Weasley', 'Percy Weasley', 'Ginny Weasley', 'Colin Creevey', 'Filius Flitwick', 'Gilderoy Lockhart', 'Lucius Malfoy', 'Pomona Sprout', 'Arthur Weasley', 'Molly Weasley', 'Cornelius Fudge', 'Poppy Pomfrey', 'Oliver Wood', 'Dobby', 'Parvati Patil', 'Dean Thomas', 'James Potter', 'Seamus Finnigan', 'Rolanda Hooch', 'Katie Bell', 'Albus Dumbledore', 'Harry Potter', 'Hermione Granger']","Hardcover","First American Edition","341","Arthur A. Levine Books / Scholastic Inc.","06/02/99","07/02/98","[""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'British Book Award (1999)', 'Prijs van de Jonge Jury (2002)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2006)', 'Colorado Blue Spruce Young Adult Book Award (2008)', 'Golden Archer Award for Middle/Junior High (2008)', 'Nestlé Smarties Book Prize for 9–11 years (1998)']","2725847","['1608855', '748165', '302543', '52312', '13972']","98","['Hogwarts School of Witchcraft and Wizardry (United Kingdom)', 'Hogwarts School of Witchcraft and Wizardry (United Kingdom)', 'Hogwarts School of Witchcraft and Wizardry (United Kingdom)', 'Hogwarts School of Witchcraft and Wizardry (United Kingdom)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725l/15881._SY475_.jpg","130666","1567",4.17
"22034.The_Godfather","The Godfather","The Godfather #1","Mario Puzo, Robert Thompson (Introduction), Peter Bart (Afterword)","4.36","The Godfather—the epic tale of crime and betrayal that became a global phenomenon.Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and the allegiance to family—these are the themes that have resonated with millions of readers around the world and made The Godfather the definitive novel of the violent subculture that, steeped in intrigue and controversy, remains indelibly etched in our collective consciousness.~penguin.com","English","9999999999999","['Fiction', 'Classics', 'Crime', 'Thriller', 'Historical Fiction', 'Mystery', 'Drama', 'Novels', 'Literature', 'American']","['Don Vito Corleone', 'Michael ""Mike"" Corleone', 'Santino ""Sonny"" Corleone', 'Constanzia ""Connie"" Corleone', 'Fredo ""Freddie"" Corleone', 'Tom Hagen', 'Johnny Fontane', 'Peter ""Pete"" Clemenza', 'Al Neri', 'Rocco Lampone', 'Luca Brasi', 'Michael ""Mike"" Corleone', 'Santino ""Sonny"" Corleone', 'Constanzia ""Connie"" Corleone', 'Fredo ""Freddie"" Corleone', 'Tom Hagen', 'Johnny Fontane', 'Peter ""Pete"" Clemenza', 'Luca Brasi']","Paperback","US","448","NAL","03/01/02","03/10/69","[]","334837","['185806', '101665', '35384', '7682', '4300']","96","['United States of America', 'New York State (United States)', 'Sicily (Italy)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394988109l/22034._SY475_.jpg","128488","1519",""
"12296.The_Scarlet_Letter","The Scarlet Letter","","Nathaniel Hawthorne, Thomas E. Connolly (Annotations), Nina Baym (Introduction)","3.41","Nathaniel Hawthorne's THE SCARLET LETTER reaches to our nation's historical and moral roots for the material of great tragedy. Set in an early New England colony, the novel shows the terrible impact a single, passionate act has on the lives of three members of the community: the defiant Hester Prynne; the fiery, tortured Reverend Dimmesdale; and the obsessed, vengeful Chillingworth.With THE SCARLET LETTER, Hawthorne became the first American novelist to forge from our Puritan heritage a universal classic, a masterful exploration of humanity's unending struggle with sin, guilt and pride.","English","9780142437261","['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'High School', 'Read For School', 'Historical', 'Classic Literature', 'American']","['Hester Prynne', 'Arthur Dimmesdale', 'Roger Chillingworth', 'Pearl Prynne']","Paperback","Penguin Classics","279","Penguin Books","02/27/03","03/16/50","[]","706272","['130845', '210419', '225668', '96782', '42558']","80","['Boston, Massachusetts (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404810944l/12296.jpg","128261","1597",1.91
"168642.In_Cold_Blood","In Cold Blood","","Truman Capote","4.07","On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. At the center of his study are the amoral young killers Perry Smith and Dick Hickcock, who, vividly drawn by Capote, are shown to be reprehensible yet entirely and frighteningly human. In Cold Blood is a seminal work of modern prose, a remarkable synthesis of journalistic skill and powerfully evocative narrative.","English","9780679745587","['Nonfiction', 'Classics', 'True Crime', 'Crime', 'Mystery', 'History', 'Literature', 'Thriller', 'American', 'Biography']","['Perry Edward Smith', 'Richard Hickock', 'Herb Clutter', 'Bonnie Clutter', 'Nancy Clutter', 'Kenyon Clutter', 'Alvin Dewey']","Paperback","First Vintage International edition","343","Vintage","10/28/94","10/28/65","['Edgar Award for Best Fact Crime (1966)']","529229","['213888', '189463', '88958', '22917', '14003']","93","['Holcomb, Kansas (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424931136l/168642.jpg","125917","1494",6.58
"36236124-fight-club","Fight Club","","Chuck Palahniuk (Goodreads Author)","4.19","Chuck Palahniuk showed himself to be his generation’s most visionary satirist in this, his first book. Fight Club’s estranged narrator leaves his lackluster job when he comes under the thrall of Tyler Durden, an enigmatic young man who holds secret after-hours boxing matches in the basement of bars. There, two men fight ""as long as they have to."" This is a gloriously original work that exposes the darkness at the core of our modern world.","English","9780393355949","['Fiction', 'Contemporary', 'Classics', 'Thriller', 'Novels', 'Mystery', 'Adult', 'Literature', 'American', 'Adult Fiction']","['The Narrator', 'Tyler Durden', 'Marla Singer']","Paperback","","218","W. W. Norton Company","05/01/18","10/28/96","['Oregon Book Award for Fiction (1997)']","498931","['222307', '178182', '74019', '17352', '7071']","95","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558216416l/36236124._SY475_.jpg","125348","1445",10.16
"3431.The_Five_People_You_Meet_in_Heaven","The Five People You Meet in Heaven","The Five People You Meet in Heaven #1","Mitch Albom (Goodreads Author)","3.94","From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?""","English","9781401308582","['Fiction', 'Inspirational', 'Contemporary', 'Fantasy', 'Adult', 'Spirituality', 'Classics', 'Adult Fiction', 'Philosophy', 'Novels']","['Eddie', 'Marguerite', 'Tala', 'Blue Man', 'Steve Rogers', 'Ruby']","Paperback","First","196","Hyperion","09/23/03","09/01/03","['Lincoln Award Nominee (2008)']","578095","['210367', '189807', '125731', '37953', '14237']","91","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200541l/3431.jpg","125048","1441",3.57
"6339664-hush-hush","Hush, Hush","Hush, Hush #1","Becca Fitzpatrick (Goodreads Author)","3.97","A SACRED OATHA FALLEN ANGELA FORBIDDEN LOVERomance was not part of Nora Grey's plan. She's never been particularly attracted to the boys at her school, no matter how hard her best friend, Vee, pushes them at her. Not until Patch comes along. With his easy smile and eyes that seem to see inside her, Patch draws Nora to him against her better judgment.But after a series of terrifying encounters, Nora's not sure whom to trust. Patch seems to be everywhere she is and seems to know more about her than her closest friends. She can't decide whether she should fall into his arms or run and hide. And when she tries to seek some answers, she finds herself near a truth that is way more unsettling than anything Patch makes her feel.For she is right in the middle of an ancient battle between the immortal and those that have fallen - and, when it comes to choosing sides, the wrong choice will cost Nora her life.","English","9781416989417","['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Young Adult Fantasy']","['Nora Grey', 'Jev ""Patch"" Cipriano', 'Vee Sky', 'Marcie Millar', 'Rixon', 'Elliot Saunders']","Hardcover","First Edition","391","Simon & Schuster BFYR","10/13/09","","['Goodreads Choice Award Nominee for Young Adult Series (2009)']","573419","['249642', '148930', '105483', '43911', '25453']","88","['Coldwater, Maine (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358261334l/6339664.jpg","124749","1379",2.55
"233093.The_Cat_in_the_Hat","The Cat in the Hat","The Cat in the Hat #1","Dr. Seuss","4.17","Poor Sally and her brother. It's cold and wet and they're stuck in the house with nothing to do . . . until a giant cat in a hat shows up, transforming the dull day into a madcap adventure and almost wrecking the place in the process! Written by Dr. Seuss in 1957 in response to the concern that ""pallid primers [with] abnormally courteous, unnaturally clean boys and girls' were leading to growing illiteracy among children, The Cat in the Hat (the first Random House Beginner Book) changed the way our children learn how to read.Book Details: 
   Format: Hardcover 
   Publication Date: 3/12/1957 
   Pages: 72 
   Reading Level: Age 3 and Up 
 ","English","9780394800011","['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Animals', 'Kids', 'Cats']","['The Cat in the Hat']","Hardcover","","61","Random House Books for Young Readers","10/28/85","03/12/57","['Books I Loved Best Yearly (BILBY) Awards for Early Readers (2004, 2012) (2004)']","427837","['214928', '110671', '72386', '19609', '10243']","93","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468890477l/233093._SX318_.jpg","120396","1483",0.85
